,id,size,header_position,name,value,flag,time
10931,6,8,53,P2,1581.4189319565246,0,2023-11-11 13:50:10.537000
10932,6,8,53,P2,1581.4175655742174,0,2023-11-11 13:50:11.536000
10933,6,8,53,P2,1581.4162010486068,0,2023-11-11 13:50:12.538000
10934,6,8,53,P2,1581.4148605915923,0,2023-11-11 13:50:13.537000
10935,6,8,53,P2,1581.413460083511,0,2023-11-11 13:50:14.537000
10936,6,8,53,P2,1581.41210223305,0,2023-11-11 13:50:15.538000
10937,6,8,53,P2,1581.4107415673527,0,2023-11-11 13:50:16.537000
10938,6,8,53,P2,1581.4093371666988,0,2023-11-11 13:50:17.537000
10939,6,8,53,P2,1581.407969517212,0,2023-11-11 13:50:18.537000
10940,6,8,53,P2,1581.4066064053022,0,2023-11-11 13:50:19.538000
10941,7,8,60,P3,130.20327461383664,0,2023-11-11 13:50:10.538000
10942,7,8,60,P3,130.20321795391973,0,2023-11-11 13:50:11.536000
10943,7,8,60,P3,130.20315366466244,0,2023-11-11 13:50:12.538000
10944,7,8,60,P3,130.203173990423,0,2023-11-11 13:50:13.537000
10945,7,8,60,P3,130.20308439018362,0,2023-11-11 13:50:14.537000
10946,7,8,60,P3,130.2030471850782,0,2023-11-11 13:50:15.538000
10947,7,8,60,P3,130.2030466193807,0,2023-11-11 13:50:16.537000
10948,7,8,60,P3,130.20291594258333,0,2023-11-11 13:50:17.537000
10949,7,8,60,P3,130.20288587971064,0,2023-11-11 13:50:18.537000
10950,7,8,60,P3,130.20288324179873,0,2023-11-11 13:50:19.538000
10951,2,8,25,ActTime2,1.020226034775832e+180,0,2023-11-11 13:50:20.074000
10952,3,8,32,F1,507.4806113392253,0,2023-11-11 13:50:19.538000
10953,4,8,39,F2,506.0763009724768,0,2023-11-11 13:50:19.538000
10954,5,8,46,P1,2974.745331171272,0,2023-11-11 13:50:19.538000
10955,6,8,53,P2,1581.4066064053022,0,2023-11-11 13:50:19.538000
10956,7,8,60,P3,130.20288324179873,0,2023-11-11 13:50:19.538000
10957,1,8,12,ActTime,1.0202309814366968e+180,0,2023-11-11 13:50:30.081000
10958,3,8,32,F1,507.4049261291598,0,2023-11-11 13:50:20.536000
10959,3,8,32,F1,507.399646002454,0,2023-11-11 13:50:21.537000
10960,3,8,32,F1,507.4084850285908,0,2023-11-11 13:50:22.537000
10961,3,8,32,F1,507.4510396781952,0,2023-11-11 13:50:23.537000
10962,3,8,32,F1,507.4299374636737,0,2023-11-11 13:50:24.538000
10963,3,8,32,F1,507.4121956050652,0,2023-11-11 13:50:25.537000
10964,3,8,32,F1,507.42741592419577,0,2023-11-11 13:50:26.537000
10965,3,8,32,F1,507.4833102498366,0,2023-11-11 13:50:27.538000
10966,3,8,32,F1,507.4530954364351,0,2023-11-11 13:50:28.537000
10967,3,8,32,F1,507.3973850141936,0,2023-11-11 13:50:29.536000
10968,4,8,39,F2,506.0918504399199,0,2023-11-11 13:50:20.537000
10969,4,8,39,F2,506.1592500734872,0,2023-11-11 13:50:21.537000
10970,4,8,39,F2,506.073907770645,0,2023-11-11 13:50:22.537000
10971,4,8,39,F2,506.10279450196975,0,2023-11-11 13:50:23.537000
10972,4,8,39,F2,506.1431697346981,0,2023-11-11 13:50:24.538000
10973,4,8,39,F2,506.1111889462687,0,2023-11-11 13:50:25.537000
10974,4,8,39,F2,506.1357646371717,0,2023-11-11 13:50:26.537000
10975,4,8,39,F2,506.1002809852782,0,2023-11-11 13:50:27.539000
10976,4,8,39,F2,506.0834932743355,0,2023-11-11 13:50:28.537000
10977,4,8,39,F2,506.1312416815818,0,2023-11-11 13:50:29.537000
10978,5,8,46,P1,2974.7453647364937,0,2023-11-11 13:50:20.536000
10979,5,8,46,P1,2974.745358303401,0,2023-11-11 13:50:21.537000
10980,5,8,46,P1,2974.745341015011,0,2023-11-11 13:50:22.537000
10981,5,8,46,P1,2974.745320721402,0,2023-11-11 13:50:23.537000
10982,5,8,46,P1,2974.74524176824,0,2023-11-11 13:50:24.538000
10983,5,8,46,P1,2974.745253185806,0,2023-11-11 13:50:25.537000
10984,5,8,46,P1,2974.745228811021,0,2023-11-11 13:50:26.537000
10985,5,8,46,P1,2974.745251205163,0,2023-11-11 13:50:27.539000
10986,5,8,46,P1,2974.745232771074,0,2023-11-11 13:50:28.537000
10987,5,8,46,P1,2974.74520420436,0,2023-11-11 13:50:29.536000
10988,6,8,53,P2,1581.4052437176915,0,2023-11-11 13:50:20.537000
10989,6,8,53,P2,1581.4038279073952,0,2023-11-11 13:50:21.537000
10990,6,8,53,P2,1581.4024452949106,0,2023-11-11 13:50:22.537000
10991,6,8,53,P2,1581.401028381259,0,2023-11-11 13:50:23.537000
10992,6,8,53,P2,1581.399660594212,0,2023-11-11 13:50:24.538000
10993,6,8,53,P2,1581.3983523784043,0,2023-11-11 13:50:25.537000
10994,6,8,53,P2,1581.3969848194142,0,2023-11-11 13:50:26.537000
10995,6,8,53,P2,1581.3956133626716,0,2023-11-11 13:50:27.539000
10996,6,8,53,P2,1581.394173071326,0,2023-11-11 13:50:28.537000
10997,6,8,53,P2,1581.392808290449,0,2023-11-11 13:50:29.537000
10998,7,8,60,P3,130.20286725351195,0,2023-11-11 13:50:20.537000
10999,7,8,60,P3,130.20274787256386,0,2023-11-11 13:50:21.537000
11000,7,8,60,P3,130.20273179544003,0,2023-11-11 13:50:22.537000
11001,7,8,60,P3,130.20275474102817,0,2023-11-11 13:50:23.537000
11002,7,8,60,P3,130.20262786942487,0,2023-11-11 13:50:24.538000
11003,7,8,60,P3,130.20260351753356,0,2023-11-11 13:50:25.537000
11004,7,8,60,P3,130.20260566052605,0,2023-11-11 13:50:26.537000
11005,7,8,60,P3,130.20250151892847,0,2023-11-11 13:50:27.539000
11006,7,8,60,P3,130.20246898088513,0,2023-11-11 13:50:28.537000
11007,7,8,60,P3,130.2024498896271,0,2023-11-11 13:50:29.537000
11008,2,8,25,ActTime2,1.0202309814366968e+180,0,2023-11-11 13:50:30.081000
11009,3,8,32,F1,507.3973850141936,0,2023-11-11 13:50:29.536000
11010,4,8,39,F2,506.1312416815818,0,2023-11-11 13:50:29.537000
11011,5,8,46,P1,2974.74520420436,0,2023-11-11 13:50:29.536000
11012,6,8,53,P2,1581.392808290449,0,2023-11-11 13:50:29.537000
11013,7,8,60,P3,130.2024498896271,0,2023-11-11 13:50:29.537000
11014,1,8,12,ActTime,1.0202359281277536e+180,0,2023-11-11 13:50:40.092000
11015,3,8,32,F1,507.3947123523362,0,2023-11-11 13:50:30.538000
11016,3,8,32,F1,507.436971518693,0,2023-11-11 13:50:31.538000
11017,3,8,32,F1,507.4076084707396,0,2023-11-11 13:50:32.537000
11018,3,8,32,F1,507.47791436795615,0,2023-11-11 13:50:33.536000
11019,3,8,32,F1,507.3984659508239,0,2023-11-11 13:50:34.538000
11020,3,8,32,F1,507.41446277031866,0,2023-11-11 13:50:35.537000
11021,3,8,32,F1,507.4231263745895,0,2023-11-11 13:50:36.537000
11022,3,8,32,F1,507.41354511145295,0,2023-11-11 13:50:37.536000
11023,3,8,32,F1,507.47155988525424,0,2023-11-11 13:50:38.537000
11024,3,8,32,F1,507.39886574017663,0,2023-11-11 13:50:39.536000
11025,4,8,39,F2,506.1024465139655,0,2023-11-11 13:50:30.538000
11026,4,8,39,F2,506.0905033189458,0,2023-11-11 13:50:31.539000
11027,4,8,39,F2,506.1194343463824,0,2023-11-11 13:50:32.537000
11028,4,8,39,F2,506.1511659086596,0,2023-11-11 13:50:33.536000
11029,4,8,39,F2,506.1454894824595,0,2023-11-11 13:50:34.539000
11030,4,8,39,F2,506.07025562366334,0,2023-11-11 13:50:35.537000
11031,4,8,39,F2,506.1295934735169,0,2023-11-11 13:50:36.538000
11032,4,8,39,F2,506.129869475501,0,2023-11-11 13:50:37.538000
11033,4,8,39,F2,506.13416478203663,0,2023-11-11 13:50:38.537000
11034,4,8,39,F2,506.1182836399696,0,2023-11-11 13:50:39.537000
11035,5,8,46,P1,2974.7451824317614,0,2023-11-11 13:50:30.538000
11036,5,8,46,P1,2974.745167534844,0,2023-11-11 13:50:31.539000
11037,5,8,46,P1,2974.745195050536,0,2023-11-11 13:50:32.537000
11038,5,8,46,P1,2974.7452115842143,0,2023-11-11 13:50:33.536000
11039,5,8,46,P1,2974.745158338923,0,2023-11-11 13:50:34.538000
11040,5,8,46,P1,2974.7451753804858,0,2023-11-11 13:50:35.537000
11041,5,8,46,P1,2974.7451687418397,0,2023-11-11 13:50:36.537000
11042,5,8,46,P1,2974.745190324729,0,2023-11-11 13:50:37.536000
11043,5,8,46,P1,2974.745188445686,0,2023-11-11 13:50:38.537000
11044,5,8,46,P1,2974.745122419775,0,2023-11-11 13:50:39.536000
11045,6,8,53,P2,1581.391436769263,0,2023-11-11 13:50:30.538000
11046,6,8,53,P2,1581.390075056038,0,2023-11-11 13:50:31.539000
11047,6,8,53,P2,1581.3886581897768,0,2023-11-11 13:50:32.537000
11048,6,8,53,P2,1581.3873420423515,0,2023-11-11 13:50:33.536000
11049,6,8,53,P2,1581.3859512422982,0,2023-11-11 13:50:34.538000
11050,6,8,53,P2,1581.3845659314122,0,2023-11-11 13:50:35.537000
11051,6,8,53,P2,1581.383139250324,0,2023-11-11 13:50:36.538000
11052,6,8,53,P2,1581.3817735618768,0,2023-11-11 13:50:37.536000
11053,6,8,53,P2,1581.3803580717831,0,2023-11-11 13:50:38.537000
11054,6,8,53,P2,1581.3790501020724,0,2023-11-11 13:50:39.536000
11055,7,8,60,P3,130.20238103679802,0,2023-11-11 13:50:30.538000
11056,7,8,60,P3,130.20238727915648,0,2023-11-11 13:50:31.539000
11057,7,8,60,P3,130.20232379211825,0,2023-11-11 13:50:32.537000
11058,7,8,60,P3,130.20225049730007,0,2023-11-11 13:50:33.536000
11059,7,8,60,P3,130.20223968231286,0,2023-11-11 13:50:34.539000
11060,7,8,60,P3,130.20219196182163,0,2023-11-11 13:50:35.537000
11061,7,8,60,P3,130.20213439067317,0,2023-11-11 13:50:36.538000
11062,7,8,60,P3,130.2021344701043,0,2023-11-11 13:50:37.538000
11063,7,8,60,P3,130.2020717156872,0,2023-11-11 13:50:38.537000
11064,7,8,60,P3,130.2020390483465,0,2023-11-11 13:50:39.536000
11065,2,8,25,ActTime2,1.0202359281277536e+180,0,2023-11-11 13:50:40.092000
11066,3,8,32,F1,507.39886574017663,0,2023-11-11 13:50:39.536000
11067,4,8,39,F2,506.1182836399696,0,2023-11-11 13:50:39.537000
11068,5,8,46,P1,2974.745122419775,0,2023-11-11 13:50:39.536000
11069,6,8,53,P2,1581.3790501020724,0,2023-11-11 13:50:39.536000
11070,7,8,60,P3,130.2020390483465,0,2023-11-11 13:50:39.536000
11071,1,8,12,ActTime,1.0202408748339059e+180,0,2023-11-11 13:50:50.105000
11072,3,8,32,F1,507.4330595609771,0,2023-11-11 13:50:40.537000
11073,3,8,32,F1,507.4776651829628,0,2023-11-11 13:50:41.537000
11074,3,8,32,F1,507.4641227137451,0,2023-11-11 13:50:42.538000
11075,3,8,32,F1,507.3945790844965,0,2023-11-11 13:50:43.538000
11076,3,8,32,F1,507.4202702268406,0,2023-11-11 13:50:44.537000
11077,3,8,32,F1,507.4279886760897,0,2023-11-11 13:50:45.537000
11078,3,8,32,F1,507.4611787445411,0,2023-11-11 13:50:46.538000
11079,3,8,32,F1,507.43457757574106,0,2023-11-11 13:50:47.537000
11080,3,8,32,F1,507.3960346656789,0,2023-11-11 13:50:48.538000
11081,3,8,32,F1,507.3975360107799,0,2023-11-11 13:50:49.536000
11082,4,8,39,F2,506.0664570169159,0,2023-11-11 13:50:40.538000
11083,4,8,39,F2,506.06936543598215,0,2023-11-11 13:50:41.538000
11084,4,8,39,F2,506.0770519721525,0,2023-11-11 13:50:42.538000
11085,4,8,39,F2,506.13544207433927,0,2023-11-11 13:50:43.538000
11086,4,8,39,F2,506.09813207390187,0,2023-11-11 13:50:44.538000
11087,4,8,39,F2,506.1598882426356,0,2023-11-11 13:50:45.537000
11088,4,8,39,F2,506.1399536855324,0,2023-11-11 13:50:46.538000
11089,4,8,39,F2,506.14112744899495,0,2023-11-11 13:50:47.537000
11090,4,8,39,F2,506.0941255694033,0,2023-11-11 13:50:48.538000
11091,4,8,39,F2,506.1396699745782,0,2023-11-11 13:50:49.537000
11092,5,8,46,P1,2974.7451152580875,0,2023-11-11 13:50:40.537000
11093,5,8,46,P1,2974.7451467577653,0,2023-11-11 13:50:41.538000
11094,5,8,46,P1,2974.7451269785606,0,2023-11-11 13:50:42.538000
11095,5,8,46,P1,2974.745127577209,0,2023-11-11 13:50:43.538000
11096,5,8,46,P1,2974.745041338468,0,2023-11-11 13:50:44.538000
11097,5,8,46,P1,2974.7451122828643,0,2023-11-11 13:50:45.537000
11098,5,8,46,P1,2974.745061001613,0,2023-11-11 13:50:46.538000
11099,5,8,46,P1,2974.745062248948,0,2023-11-11 13:50:47.537000
11100,5,8,46,P1,2974.745025077668,0,2023-11-11 13:50:48.538000
11101,5,8,46,P1,2974.744990371484,0,2023-11-11 13:50:49.536000
11102,6,8,53,P2,1581.377651243737,0,2023-11-11 13:50:40.537000
11103,6,8,53,P2,1581.376225003956,0,2023-11-11 13:50:41.538000
11104,6,8,53,P2,1581.3748822499904,0,2023-11-11 13:50:42.538000
11105,6,8,53,P2,1581.3735210297696,0,2023-11-11 13:50:43.538000
11106,6,8,53,P2,1581.3720953989564,0,2023-11-11 13:50:44.538000
11107,6,8,53,P2,1581.3707199853395,0,2023-11-11 13:50:45.537000
11108,6,8,53,P2,1581.3693305697918,0,2023-11-11 13:50:46.538000
11109,6,8,53,P2,1581.367956585853,0,2023-11-11 13:50:47.537000
11110,6,8,53,P2,1581.3666073860927,0,2023-11-11 13:50:48.538000
11111,6,8,53,P2,1581.3652133896974,0,2023-11-11 13:50:49.536000
11112,7,8,60,P3,130.2020208689521,0,2023-11-11 13:50:40.537000
11113,7,8,60,P3,130.20196921089237,0,2023-11-11 13:50:41.538000
11114,7,8,60,P3,130.20193853810196,0,2023-11-11 13:50:42.538000
11115,7,8,60,P3,130.2018442092683,0,2023-11-11 13:50:43.538000
11116,7,8,60,P3,130.20182577088494,0,2023-11-11 13:50:44.538000
11117,7,8,60,P3,130.20179081359913,0,2023-11-11 13:50:45.537000
11118,7,8,60,P3,130.20171199946685,0,2023-11-11 13:50:46.538000
11119,7,8,60,P3,130.2017112082675,0,2023-11-11 13:50:47.537000
11120,7,8,60,P3,130.20165189856087,0,2023-11-11 13:50:48.538000
11121,7,8,60,P3,130.2015827824872,0,2023-11-11 13:50:49.536000
11122,2,8,25,ActTime2,1.020240874841454e+180,0,2023-11-11 13:50:50.106000
11123,3,8,32,F1,507.3975360107799,0,2023-11-11 13:50:49.536000
11124,4,8,39,F2,506.1396699745782,0,2023-11-11 13:50:49.537000
11125,5,8,46,P1,2974.744990371484,0,2023-11-11 13:50:49.536000
11126,6,8,53,P2,1581.3652133896974,0,2023-11-11 13:50:49.536000
11127,7,8,60,P3,130.2015827824872,0,2023-11-11 13:50:49.536000
11128,1,8,12,ActTime,1.0202458214872229e+180,0,2023-11-11 13:51:00.111000
11129,3,8,32,F1,507.4029079804213,0,2023-11-11 13:50:50.538000
11130,3,8,32,F1,507.44291221109904,0,2023-11-11 13:50:51.537000
11131,3,8,32,F1,507.4322107168963,0,2023-11-11 13:50:52.537000
11132,3,8,32,F1,507.4570845380291,0,2023-11-11 13:50:53.538000
11133,3,8,32,F1,507.3899545521455,0,2023-11-11 13:50:54.537000
11134,3,8,32,F1,507.4661534951367,0,2023-11-11 13:50:55.536000
11135,3,8,32,F1,507.3915387860469,0,2023-11-11 13:50:56.537000
11136,3,8,32,F1,507.4252608182072,0,2023-11-11 13:50:57.537000
11137,3,8,32,F1,507.38119512740445,0,2023-11-11 13:50:58.538000
11138,3,8,32,F1,507.4124248981075,0,2023-11-11 13:50:59.538000
11139,4,8,39,F2,506.1068862060896,0,2023-11-11 13:50:50.538000
11140,4,8,39,F2,506.0740232119392,0,2023-11-11 13:50:51.537000
11141,4,8,39,F2,506.0844696388231,0,2023-11-11 13:50:52.537000
11142,4,8,39,F2,506.079911552096,0,2023-11-11 13:50:53.538000
11143,4,8,39,F2,506.0759412249817,0,2023-11-11 13:50:54.538000
11144,4,8,39,F2,506.0702371614672,0,2023-11-11 13:50:55.537000
11145,4,8,39,F2,506.1465707346081,0,2023-11-11 13:50:56.537000
11146,4,8,39,F2,506.130590695637,0,2023-11-11 13:50:57.538000
11147,4,8,39,F2,506.10689011616114,0,2023-11-11 13:50:58.538000
11148,4,8,39,F2,506.1168543147567,0,2023-11-11 13:50:59.538000
11149,5,8,46,P1,2974.7450364490915,0,2023-11-11 13:50:50.538000
11150,5,8,46,P1,2974.744966422292,0,2023-11-11 13:50:51.537000
11151,5,8,46,P1,2974.7449679727915,0,2023-11-11 13:50:52.537000
11152,5,8,46,P1,2974.744949646714,0,2023-11-11 13:50:53.538000
11153,5,8,46,P1,2974.745003202569,0,2023-11-11 13:50:54.537000
11154,5,8,46,P1,2974.744940456771,0,2023-11-11 13:50:55.537000
11155,5,8,46,P1,2974.744950800315,0,2023-11-11 13:50:56.537000
11156,5,8,46,P1,2974.7449025258825,0,2023-11-11 13:50:57.537000
11157,5,8,46,P1,2974.7449224571315,0,2023-11-11 13:50:58.538000
11158,5,8,46,P1,2974.744873456943,0,2023-11-11 13:50:59.538000
11159,6,8,53,P2,1581.363840823027,0,2023-11-11 13:50:50.538000
11160,6,8,53,P2,1581.3624486307228,0,2023-11-11 13:50:51.537000
11161,6,8,53,P2,1581.3610386034763,0,2023-11-11 13:50:52.537000
11162,6,8,53,P2,1581.359663277792,0,2023-11-11 13:50:53.538000
11163,6,8,53,P2,1581.3582808945175,0,2023-11-11 13:50:54.537000
11164,6,8,53,P2,1581.356956833231,0,2023-11-11 13:50:55.537000
11165,6,8,53,P2,1581.3555059063283,0,2023-11-11 13:50:56.537000
11166,6,8,53,P2,1581.3541652438594,0,2023-11-11 13:50:57.537000
11167,6,8,53,P2,1581.3527217355904,0,2023-11-11 13:50:58.538000
11168,6,8,53,P2,1581.351340592204,0,2023-11-11 13:50:59.538000
11169,7,8,60,P3,130.20162070058407,0,2023-11-11 13:50:50.538000
11170,7,8,60,P3,130.20153631153678,0,2023-11-11 13:50:51.537000
11171,7,8,60,P3,130.2015367030964,0,2023-11-11 13:50:52.537000
11172,7,8,60,P3,130.20145314692328,0,2023-11-11 13:50:53.538000
11173,7,8,60,P3,130.20142521729537,0,2023-11-11 13:50:54.538000
11174,7,8,60,P3,130.20139043198023,0,2023-11-11 13:50:55.537000
11175,7,8,60,P3,130.2012977027733,0,2023-11-11 13:50:56.537000
11176,7,8,60,P3,130.20133674670754,0,2023-11-11 13:50:57.537000
11177,7,8,60,P3,130.2012320073902,0,2023-11-11 13:50:58.538000
11178,7,8,60,P3,130.20124191975066,0,2023-11-11 13:50:59.538000
11179,2,8,25,ActTime2,1.0202458214872229e+180,0,2023-11-11 13:51:00.111000
11180,3,8,32,F1,507.4124248981075,0,2023-11-11 13:50:59.538000
11181,4,8,39,F2,506.1168543147567,0,2023-11-11 13:50:59.538000
11182,5,8,46,P1,2974.744873456943,0,2023-11-11 13:50:59.538000
11183,6,8,53,P2,1581.351340592204,0,2023-11-11 13:50:59.538000
11184,7,8,60,P3,130.20124191975066,0,2023-11-11 13:50:59.538000
11185,1,8,12,ActTime,1.0202507681405399e+180,0,2023-11-11 13:51:10.117000
11186,3,8,32,F1,507.4259850748787,0,2023-11-11 13:51:00.537000
11187,3,8,32,F1,507.42743876111166,0,2023-11-11 13:51:01.538000
11188,3,8,32,F1,507.4163903469,0,2023-11-11 13:51:02.538000
11189,3,8,32,F1,507.46170839610113,0,2023-11-11 13:51:03.537000
11190,3,8,32,F1,507.43805520367584,0,2023-11-11 13:51:04.538000
11191,3,8,32,F1,507.42961827975097,0,2023-11-11 13:51:05.537000
11192,3,8,32,F1,507.4211392641149,0,2023-11-11 13:51:06.537000
11193,3,8,32,F1,507.436091275317,0,2023-11-11 13:51:07.538000
11194,3,8,32,F1,507.4250006127693,0,2023-11-11 13:51:08.537000
11195,3,8,32,F1,507.3984641578163,0,2023-11-11 13:51:09.537000
11196,4,8,39,F2,506.098966470997,0,2023-11-11 13:51:00.537000
11197,4,8,39,F2,506.0875313489914,0,2023-11-11 13:51:01.538000
11198,4,8,39,F2,506.0622273286854,0,2023-11-11 13:51:02.538000
11199,4,8,39,F2,506.10395445875423,0,2023-11-11 13:51:03.537000
11200,4,8,39,F2,506.1063853201887,0,2023-11-11 13:51:04.538000
11201,4,8,39,F2,506.0663715300818,0,2023-11-11 13:51:05.537000
11202,4,8,39,F2,506.10852246088336,0,2023-11-11 13:51:06.537000
11203,4,8,39,F2,506.1231471380984,0,2023-11-11 13:51:07.538000
11204,4,8,39,F2,506.12533707918334,0,2023-11-11 13:51:08.537000
11205,4,8,39,F2,506.0939361706986,0,2023-11-11 13:51:09.539000
11206,5,8,46,P1,2974.744873211326,0,2023-11-11 13:51:00.537000
11207,5,8,46,P1,2974.7448584619265,0,2023-11-11 13:51:01.538000
11208,5,8,46,P1,2974.744871486405,0,2023-11-11 13:51:02.538000
11209,5,8,46,P1,2974.744888154882,0,2023-11-11 13:51:03.537000
11210,5,8,46,P1,2974.744896073812,0,2023-11-11 13:51:04.538000
11211,5,8,46,P1,2974.744810811043,0,2023-11-11 13:51:05.537000
11212,5,8,46,P1,2974.7448309515494,0,2023-11-11 13:51:06.537000
11213,5,8,46,P1,2974.7448060106603,0,2023-11-11 13:51:07.538000
11214,5,8,46,P1,2974.744812532816,0,2023-11-11 13:51:08.537000
11215,5,8,46,P1,2974.744811537593,0,2023-11-11 13:51:09.538000
11216,6,8,53,P2,1581.3499963386316,0,2023-11-11 13:51:00.537000
11217,6,8,53,P2,1581.3486615274574,0,2023-11-11 13:51:01.538000
11218,6,8,53,P2,1581.34728242391,0,2023-11-11 13:51:02.538000
11219,6,8,53,P2,1581.3458008902303,0,2023-11-11 13:51:03.537000
11220,6,8,53,P2,1581.3444232565737,0,2023-11-11 13:51:04.538000
11221,6,8,53,P2,1581.3431141562305,0,2023-11-11 13:51:05.537000
11222,6,8,53,P2,1581.341687251203,0,2023-11-11 13:51:06.537000
11223,6,8,53,P2,1581.3403139073057,0,2023-11-11 13:51:07.538000
11224,6,8,53,P2,1581.338919855645,0,2023-11-11 13:51:08.537000
11225,6,8,53,P2,1581.3375135814947,0,2023-11-11 13:51:09.538000
11226,7,8,60,P3,130.20114829446266,0,2023-11-11 13:51:00.537000
11227,7,8,60,P3,130.20117058923591,0,2023-11-11 13:51:01.538000
11228,7,8,60,P3,130.20110824562957,0,2023-11-11 13:51:02.538000
11229,7,8,60,P3,130.20101837966146,0,2023-11-11 13:51:03.537000
11230,7,8,60,P3,130.20098593695758,0,2023-11-11 13:51:04.538000
11231,7,8,60,P3,130.20098671528356,0,2023-11-11 13:51:05.537000
11232,7,8,60,P3,130.2009085202276,0,2023-11-11 13:51:06.537000
11233,7,8,60,P3,130.20091413832614,0,2023-11-11 13:51:07.538000
11234,7,8,60,P3,130.20083321805595,0,2023-11-11 13:51:08.537000
11235,7,8,60,P3,130.2008377126865,0,2023-11-11 13:51:09.539000
11236,2,8,25,ActTime2,1.0202507681405399e+180,0,2023-11-11 13:51:10.117000
11237,3,8,32,F1,507.3984641578163,0,2023-11-11 13:51:09.537000
11238,4,8,39,F2,506.0939361706986,0,2023-11-11 13:51:09.539000
11239,5,8,46,P1,2974.744811537593,0,2023-11-11 13:51:09.538000
11240,6,8,53,P2,1581.3375135814947,0,2023-11-11 13:51:09.538000
11241,7,8,60,P3,130.2008377126865,0,2023-11-11 13:51:09.539000
11242,1,8,12,ActTime,1.0202557148617883e+180,0,2023-11-11 13:51:20.132000
11243,3,8,32,F1,507.3765741670949,0,2023-11-11 13:51:10.538000
11244,3,8,32,F1,507.4436375885506,0,2023-11-11 13:51:11.537000
11245,3,8,32,F1,507.4508450096818,0,2023-11-11 13:51:12.537000
11246,3,8,32,F1,507.4636657374707,0,2023-11-11 13:51:13.537000
11247,3,8,32,F1,507.4611879425023,0,2023-11-11 13:51:14.536000
11248,3,8,32,F1,507.4345281089729,0,2023-11-11 13:51:15.538000
11249,3,8,32,F1,507.41613141506207,0,2023-11-11 13:51:16.536000
11250,3,8,32,F1,507.38378898849214,0,2023-11-11 13:51:17.538000
11251,3,8,32,F1,507.39724198058826,0,2023-11-11 13:51:18.536000
11252,3,8,32,F1,507.4331732726711,0,2023-11-11 13:51:19.537000
11253,4,8,39,F2,506.0698523490329,0,2023-11-11 13:51:10.538000
11254,4,8,39,F2,506.085669457399,0,2023-11-11 13:51:11.537000
11255,4,8,39,F2,506.1445703787258,0,2023-11-11 13:51:12.537000
11256,4,8,39,F2,506.0525633569212,0,2023-11-11 13:51:13.537000
11257,4,8,39,F2,506.0500973912784,0,2023-11-11 13:51:14.537000
11258,4,8,39,F2,506.0580871760772,0,2023-11-11 13:51:15.538000
11259,4,8,39,F2,506.0996810332593,0,2023-11-11 13:51:16.537000
11260,4,8,39,F2,506.1379503094891,0,2023-11-11 13:51:17.539000
11261,4,8,39,F2,506.0659338649984,0,2023-11-11 13:51:18.537000
11262,4,8,39,F2,506.13865852220016,0,2023-11-11 13:51:19.537000
11263,5,8,46,P1,2974.7448398223723,0,2023-11-11 13:51:10.538000
11264,5,8,46,P1,2974.7447714431632,0,2023-11-11 13:51:11.537000
11265,5,8,46,P1,2974.7447427122584,0,2023-11-11 13:51:12.537000
11266,5,8,46,P1,2974.7447630554325,0,2023-11-11 13:51:13.537000
11267,5,8,46,P1,2974.7447793422743,0,2023-11-11 13:51:14.536000
11268,5,8,46,P1,2974.74469376546,0,2023-11-11 13:51:15.538000
11269,5,8,46,P1,2974.744697370457,0,2023-11-11 13:51:16.536000
11270,5,8,46,P1,2974.744699442264,0,2023-11-11 13:51:17.538000
11271,5,8,46,P1,2974.744693216805,0,2023-11-11 13:51:18.536000
11272,5,8,46,P1,2974.744672490709,0,2023-11-11 13:51:19.537000
11273,6,8,53,P2,1581.3361845084694,0,2023-11-11 13:51:10.538000
11274,6,8,53,P2,1581.3347604119767,0,2023-11-11 13:51:11.537000
11275,6,8,53,P2,1581.3334536527825,0,2023-11-11 13:51:12.537000
11276,6,8,53,P2,1581.3319949143113,0,2023-11-11 13:51:13.537000
11277,6,8,53,P2,1581.3306808109546,0,2023-11-11 13:51:14.537000
11278,6,8,53,P2,1581.3292828536175,0,2023-11-11 13:51:15.538000
11279,6,8,53,P2,1581.3278594958642,0,2023-11-11 13:51:16.537000
11280,6,8,53,P2,1581.3265232717354,0,2023-11-11 13:51:17.538000
11281,6,8,53,P2,1581.3251476001728,0,2023-11-11 13:51:18.536000
11282,6,8,53,P2,1581.3237250281206,0,2023-11-11 13:51:19.537000
11283,7,8,60,P3,130.20077085148208,0,2023-11-11 13:51:10.538000
11284,7,8,60,P3,130.20073351520435,0,2023-11-11 13:51:11.537000
11285,7,8,60,P3,130.200701516108,0,2023-11-11 13:51:12.537000
11286,7,8,60,P3,130.20063746728167,0,2023-11-11 13:51:13.537000
11287,7,8,60,P3,130.2005502855607,0,2023-11-11 13:51:14.537000
11288,7,8,60,P3,130.20056047532304,0,2023-11-11 13:51:15.538000
11289,7,8,60,P3,130.200452626819,0,2023-11-11 13:51:16.537000
11290,7,8,60,P3,130.2004893654147,0,2023-11-11 13:51:17.539000
11291,7,8,60,P3,130.20038338126528,0,2023-11-11 13:51:18.536000
11292,7,8,60,P3,130.2004160894006,0,2023-11-11 13:51:19.537000
11293,2,8,25,ActTime2,1.0202557148617883e+180,0,2023-11-11 13:51:20.132000
11294,3,8,32,F1,507.4331732726711,0,2023-11-11 13:51:19.537000
